city_code,city_name_en,city_name_hi,city_name_ar
LIR,Liberia,लाइबेरिया,ليبيريا
LIS,Lisbon,लिस्बन,لشبونة
LIT,Little Rock,लिटिल रॉक,ليتل روك
LIW,Loikaw,लोईकॉ,
LJA,Lodja,लोडजा,
LJG,Lijiang,लिजिआंग,ليجيانغ
LJU,Ljubljana,लियूब्लियना,ليوبليانا
LKL,Banak,बनक ,باناك
LKN,Leknes,लेक्नेस,ليكنيز
LKO,Lucknow,लखनऊ,لكناو
LKY,Lake Manyara,लेक मन्यारा,
LLA,Lulea,लूलीआ,لوليا
LLF,Yongzhou,यांगज़ोऊ,
LLI,Lalibela,लालिबेला,لاليبيلا
LLK,Lankaran,लंकरण,
LLV,Lvliang,ल्वलियांग,
LLW,Lilongwe,लिलोंग्वे,ليلونغوي
LMC,"","",""
LMM,Los Mochis,लॉस मोचिस,لوس موتشيس
LMN,Limbang,लिम्बांग,ليمبانغ
LMP,Lampedusa,लम्पेदूसा,لامبيدوسا
LNB,Lamen Bay,लैमन बे,خليج لامين
LNE,Lonorore,लोनोरोर,لونوروري
LNJ,Lincang,लिकांग,
LNK,Lincoln,लिंकन,لينكولن
LNO,"","",""
LNS,Lancaster,लॅनकॅसटर,لانكستر
LNV,Lihir Island,लिहिर आइलॅंड,جزيرة ليهير
LNY,Lanai City,लनाई सिटी,لاناي سيتي
LNZ,Linz,लिंज़,لينز
LOD,Longana,लोंगाना,لونغانا
LOE,Loei,लोए,لويي
LOH,La Toma Catamayo,ला तोमा केटामेयो,لا توما (كاتا مايو)
LOK,Lodwar,लोड़वार,لودوار
LOO,Laghouat,लाघौत,الأغواط
LOP,Praya,प्राया,
LOS,Lagos,लागोस,لاغوس
LOV,"","",""
LPA,Las Palmas,लास पालमास,لاس بالماس
LPB,La Paz,ला पेज़,لاباز
LPI,Linkoping,लिंकोपिंग,لينشوبينغ
LPK,Lipetsk,लिपेटस्क,
LPL,Liverpool,लिवरपूल,ليفربول
LPP,Lappeenranta,लॅप्यीनरंटा,
LPQ,Luang Prabang,लुआंग प्रबांग,لوانغ برابانغ
LPT,Lampang,लैम्पैंग,لامبانج
LPX,"","",""
LQM,Puerto Legu¡zamo,पुएर्तो लेगिiज़मो,
LRD,Laredo,लारेडो,لاريدو
LRE,Longreach,लॉंगरिच,لونغريتش
LRH,La Rochelle,ला रोशेल,لاروشيل
LRM,La Romana,ला रोमाना,لا رومانا
LRR,Lar,लार,لار
LRS,Leros,लेरोस ,ليروس
LRT,Lorient,लोरिएंट,لوريان
LSA,Losuia,लॉसुयिया,
LSC,La Serena,ला सेरेना,لا سيرينا
LSE,La Crosse,ला क्रॉस,لاكروس
LSH,Lashio,लॅशियो,
SDZ,Scatsta,स्क्यात्स्ता,
LST,Launceston,लाउन्सटन,لونسيستون
LSW,Lhok Seumawe-Sumatra Island,एलएचओके सेमवे-सुमात्रा आइलॅंड,
LSY,Lismore,लिस्मोर,
LTI,"","",""
LTO,Loreto,लोरेटो,لوريتو
LUD,Luderitz,लुदेरित्ज़,لودريتز
LUG,Lugano,लूगानो,لوغانو
LUH,Ludhiana,लुधियाना,لودهيانا
LUM,Luxi,लक्जि,لوكسي
LUN,Lusaka,लुसाका,لوساكا
LUO,Luena,लुइना,
LUQ,San Luis,सॅन लुईस,سان لويس
LUV,Langgur seram island,लैंगगुर सेराम आइलॅंड,لانجور - جزيرة سيرام
LUW,Luwuk,लुउक,
LUX,Luxembourg,लक्समबर्ग,لوكسمبورغ
LUZ,"","",""
LVI,Livingstone,लिविंगस्टोन,ليفينغستون
LVO,"","",""
LWB,Lewisburg,लेविस्बर्ग,لويسبيرغ
LWN,Gyumri,गेयूमरी,غيومري
LWO,Lviv,ल्वीव,لفيف
LWS,Lewiston,लेविस्टन,لويستون
LWY,Lawas,लावास,لاواس
LXA,Lhasa,ल्हासा,لاسا
LXG,Luang Namtha,लुआंग नाम्था,لوانغ نامثا
LXR,Luxor,लक्सर,الأقصر
LXS,Limnos,लीमनोस,ليمنوس
LYA,Luoyang,लुओयंग,لويانغ
LYB,Little Cayman,लिट्ल केमन,كايمان الصغرى
LYC,Lycksele,लाइक्स्ल,لايكسيل
LYG,Lianyungang,लियांयुंगांग,ليانيونقانغ
LYH,Lynchburg,लिंचबर्ग ,لينشبورغ
LYI,Linyi,लिनयी,ليني
LYS,Lyon,लाइयन,ليون
LYP,Faisalabad,फैसलाबाद,فیصل آباد
LYR,Longyearbyen,लोंगयेरब्येन,لونغياربين
LZC,Lazaro Cardenas,लेज़ारो कार्डेनास,لازارو كارديناس
LZH,Liuzhou,लियूज़ौ,ليوتشو
LZN,"","",""
LZO,Luzhou,लुज़होउ,لوتشو
LZY,Nyingchi,न्यिंग-ची,
MAA,Chennai,चेन्नई,تشيناي
MAB,Maraba,मराबा,مارابا
MAD,Madrid,मॅड्रिड,مدريد
MAF,Midland,मिडलॅंड,ميدلاند
MAG,Madang,मदंग,مادانغ
MAH,Menorca,मेनोर्का,مينوركا
MAJ,Majuro,माजुरो,ماجورو
MAM,Matamoros,माटमोरोस,ماتاموروس
MAN,Manchester,मैनचेस्टर,مانشستر
MAO,Manaus,मनौस,ماناوس
MAQ,Tak,टाक,تاك
MAR,Maracaibo,मैराकाइबो,ماراكايبو
MAS,Momote,ममोट,
MAU,Maupiti,मौपिति,ماوبيتي
MAZ,Mayaguez,मायगुएज़,ماياجويز
MBA,Du Bois,डु बोइस,دو بوا
MBE,Monbetsu,मोबेट्सु,
MBJ,Montego Bay,मोंटेगो बे,مونتيغو باي
MBL,Manistee,मॅनिस्टी,مانيستي
MBS,Bay City Midland Saginaw,बे सिटी मिडलॅंड सागीनव,باي سيتي / ميدلاند / ساغيناو
MBT,Masbate,मॅसबेट,ماسبات
MCE,Merced,मेरसेद,ميرسيد
MCG,Mcgrath,मैकग्रा,ماكغراث
MKC,Kansas City,कंसास सिटी,كانساس سيتي
MCK,Mc Cook,एम सी कुक,ماكوك
MCM,Monaco,मोनाको,موناكو
ORL,Orlando,ऑरलैंडो,
MCP,Macapa,मकापा,ماكابا
MCT,Muscat,मस्कट,مسقط
MCW,Mason City,मेसन सिटी,ماسون سيتي
MCX,Makhachkala,मखचकला,ماخاتشكالا
MCY,Sunshine Coast,सनशाइन कोस्ट,صن شاين كوست
MCZ,Maceio,मैसीओ,ماسيو
MDC,Manado,मनाडो,مانادو
MDG,Mudanjiang,मूड़ानजियांग,مودانجيانغ
MDL,Mandalay,मॅंडेले,ماندالاي
MDQ,Mar Del Plata,मार डेल प्लाटा,مار ديل بلاتا
HAR,Harrisburg,हैरिसबर्ग,هاريسبورغ
CHI,Chicago,शिकागो,شيكاغو
MDZ,Mendoza,मेंडोज़ा,مندوزا
MEC,Manta,मंटा,مانتا
MED,Madinah,मदीना,المدينة المنورة
MEE,Mare,मारे,فرماري
MEI,Meridian,मेरीडियन,ميريديان
MEM,Memphis,मेम्फिस,ممفيس
MEX,Mexico City,मेक्सिको सिटी,مدينة مكسيكو
MFA,Mafia Island,माफिया आइलैंड,
MFE,Mc Allen Mission,मैक एलन मिशन,ماكالين ميسيون
MFK,"","",""
MFM,Macau,मकाउ,ماكاو
MFR,Medford,मेडफोर्ड,ميدفورد
MFU,Mfuwe,एमएफयुड्ब्लूई,
MGA,Managua,मानागुआ,ماناغوا
MGB,Mount Gambier,माउंट गैम्बियर,
MGF,Maringa,मरिंगा,مارينجا
MGH,Margate,मार्गेट,
MGM,Montgomery,मोंटगोमरी,مونتغمري
MGQ,Mogadishu,मोगादिशू,مقديشو
MGW,Morgantown,मॉर्गनटाउन,مورغانتاون
MGZ,Myeik,मायायक,
MHD,Mashhad,मशहद,مشهد
MHG,Mannheim,मॅनहाइम,
MHH,Marsh Harbour,मार्श हार्बर,مارش هاربر
MHK,Manhattan,मैनहट्टन,مانهاتن
MHQ,Mariehamn,मरिएहमन,ماريهامن
MHT,Manchester,मैनचेस्टर,مانشستر
MIA,Miami,मियामी,ميامي
MID,Merida,मेरिडा,ميريدا
MIG,Mianyang,मियनयंग,ميانيانغ
MII,Mar¡lia,मार¡लिया,
MIM,Merimbula,मेरमबुला,
MIR,Monastir,मोनास्टिर,المنستير
MJD,Moenjodaro,मोएँजोदरो,موهينجو دارو
MJF,Mosjoen,मोसजोन,موسجوين
MJI,Tripoli,त्रिपोली,
MJK,"","",""
MJM,Mbuji Mayi,एमबुज़ी माई,مبوجي مايي
MJN,Mahajanga,महाजंगा,ماجنكا
MJT,Mytilene,मिटलिन,ميتيليني
MJU,Mamuju,मामूजू,
MJV,Murcia,मर्सिया,مورسيا
MJZ,Mirnyj,मिरणीज,ميرني
MKE,Milwaukee,मिल्वौकी,ميلووكي
MKG,Muskegon,मस्कीगन,موسكيغون
MKK,Hoolehua,हूलेहुआ,هوليهوا
MKM,Mukah,मुकाह,موكاه
MKQ,Merauke,मेरौक,ميروكي
MKR,"","",""
MKW,Manokwari,मानोक्वारी,مانوكواري
MKY,Mackay,मकाय,ماكاي
MKZ,Malacca,मलक्का,
MLA,Malta,माल्टा,مالطا
MLB,Melbourne,मेलबर्न,ملبورن
MLE,Male,मेल,ماليه
MLG,Malang,मलांग,مالانج
MLI,Moline,मोलिन,مولين
MLL,Marshall,मार्शल,
MLM,Morelia,मोरेलिया,موريليا
MLN,Melilla,मेलिला,مليلية
MLO,Milos,मिलोस,ميلوس
MLU,Monroe,मुनरो,مونرو
MLX,Malatya,मालतिया,ملاطية
MLY,Manley Hot Springs,मैनले हॉट स्प्रिंग्स,
MMB,Memanbetsu,मेमानबेत्सू,ميمامبيتسو
MME,Teesside,टीसाइड,تيسايد
MMG,"","",""
MMH,Mammoth Lakes,मम्मोथ लेक्स,
MMJ,Matsumoto,मात्सुमोतो,ماتسوموتو
MMK,Murmansk,मरमंस्क,مورمانسك
MMO,Maio,माईओ,
MMA,Malmo,माल्मो,مالمو
MMY,Miyako,मियाको,مياكو
MNC,Nacala,नाकाला,
MNG,Maningrida,मनिंग्रीडा,مانينغريدا
MNI,Geralds,गेराल्ड्स,
MNL,Manila,मनीला,مانيلا
MNT,Minto,मिंटो,
MNU,Mawlamyine,मौलम्यिने,
MOA,Moa,मोआ,
MOB,Mobile,मोबाइल,موبايل
MOC,Montes Claros,मॉन्टेस क्लेरोस,
MOF,Maumere,माउमेरे,
MOG,Mong Hsat,मोंग एचएसएटी,
MOL,Molde,मोलडे,مولدي
MOQ,Morondava,मोरोन्डावा,موروندافا
MOT,Minot,मिनोट,مينوت
MOV,Moranbah,मोरनबाह,مورانباه
MOZ,Moorea,मूरिया,موريا
MPH,Caticlan,काटीक्लान,كاتيكلان
MPL,Montpellier,मोंटपेलियर,مونبلييه
MPM,Maputo,मापुटो,مابوتو
MPN,Mount Pleasant,माउंट प्लीजेंट,تشارلستون
MQF,Magnetiogorsk,मॅग्नेटिगोर्स्क,ماغنيتيوغورسك
MQL,Mildura,मिल्ड्यूरा,ميلدورا
MQM,Mardin,मार्डिन,
MQN,Mo i Rana,मो आय राना,
MQP,Mpumalanga,एंपुमालांगा,مبومالانجا
MQT,Marquette,मार्क्वेट,ماركويت
MQX,Makale,मकाले,ماكالي
MRA,Misratah,मिसरेता,مصراتة
MRE,Masai Mara,मसाई मारा,
MRS,Marseille,मार्सिले,مرسيليا
MRU,Mauritius,मॉरीशस,موريشيوس
MRV,Mineralnye Vody,मिनरलनए वोडी,منيراليني فودي
MRX,Bandar Mahshahr,बंदर माहशार,بندر ماهشار
MRY,Carmel Monterey,कार्मेल मोंटेरी,الكرمل / مونتيري
MRZ,Moree,मोरी,موري
MSJ,Misawa,मिसवा,ميساوا
MSN,Madison,मैडिसन,ماديسون
MSO,Missoula,मिस्सौला,ميسولا
MSP,Minneapolis St Paul,मिनियापोलिस सेंट पॉल,مينيابوليس سانت بول
MSQ,Minsk,मिन्स्क,مينسك 2
MSR,Mus,मस ,
MST,Maastricht,मासत्रिच्त,ماستريخت
MSY,New Orleans,न्यू ऑरलियन्स,نيو أورليانز
MSZ,Mocamedes,मोकामीड्स,
MTJ,Montrose,मोंटरोस,مونتروز
MTM,Metakatla,मेताकत्ला,
MTR,Monteria,मॉन्टेरिया,مونتيريا
MTT,Minatitlan,मिनाटीत्लान,ميناتيتلان
MTV,Ablow,आब्लोव,أبلو
MTY,Monterrey,मॉन्टेरी,مونتيري
MUA,Munda,मुंडा,
MUB,Maun,मौन,ماون
MUE,Kamuela,कामुएला,
MUR,Marudi,मारूड़ी,مارودي
MUX,Multan,मुल्तान,مولتان
MVB,Franceville,फ्रॅन्सविल,
MVD,Montevideo,मोंटेवीडियो,مونتيفيديو
MVP,Mitu,मितू,ميتو
MVT,Mataiva,मातईवा,ماتيافا
MVY,Marthas Vineyard,मार्थस विनएर्ड,مارثاس فينيارد
MWK,"","",""
MWX,Muan,मुआन,
MWZ,Mwanza,म्वांझा,موانزا
MXH,Moro,मोरो,مورو
MXL,Mexicali,मेक्सिकैली,مكسيكالي
MXZ,Meixian,मिज़ॉन,ميشيان
MYA,Moruya,मोरुया,
MYD,Malindi,मालिंदी,ماليندي
MYG,Mayaguana,मायगुआना,ماياجيوانا
MYJ,Matsuyama,मत्सुयमा,ماتسوياما
MYP,Mary,मैरी,
MYR,Myrtle Beach,म्यर्टल बीच,ميرتل بيتش
MYT,Myitkyina,मईत्क्यिना,ميتكيينا
MYW,Mtwara,म्त्वारा,متوارا
MYY,Miri,मिरी,ميري
MZG,Makung,माकूंग,ماغونغ
MZH,Merzifon,मर्ज़िफन,
MZL,Manizales,मानिज़ालेस,مانيزاليس
MZO,Manzanillo,मँज़निल्लो,
MZR,Mazar I Sharif,मजार आइ शरीफ,مزار شريف
MZT,Mazatlan,मज़ाट्लान,مازاتلان
MZV,Mulu,मुलु,مولو
NAG,Nagpur,नागपुर,ناجبور
NAJ,Nakhchivan,नखचिवन,ناخيتشيفان
NAL,Nalchik,नलचिक,نالتشيك
NAN,Nadi,नाडी,نادي
NAO,Nanchong,नान्चॉन्ग,نانتشونغ
NAP,Naples,नेपल्स,نابولي
NAQ,Qaanaaq,क़ानाक़,كاناك
NAS,Nassau,नासाउ,ناسو
NAT,Natal,नेटल,ناتال
NAW,Narathiwat,नराथिवट,ناراثيوات
BJS,Beijing,बीजिंग,
NBC,Beaufort,ब्यूफोर्ट,بوفورت
NBE,Enfidha,एनफीड़ा,
NBO,Nairobi,नैरोबी,نيروبي
NBS,Baishan,बाएशान,
NBX,Nabire,नबीरे,
NCE,Nice,नाइस,نيس
NCL,Newcastle,न्यूकैसल,نيوكاسل
NCU,Nukus,नुकूस,نوكوس
NDB,Nouadhibou,न्युआदीबौ,نواذيبو
NDG,Qiqihar,क़िक़ीहर,تشيتشيهار
NDJ,N Djamena,एन ड्जॅमेना,إنجامينا
NDR,El Aroui,एल एरोई,
NEU,"","",""
NEV,Nevis,नेविस,جزيرة نيفيس
NGB,Ninbo,निंबो,نيبو
NGK,"","",""
NGL,"","",""
NGO,Nagoya,नागोया,ناغويا
NGQ,Shiquanhe,शिक्वेन्हे,
NGS,Nagasaki,नागासाकी,ناغازاكي
NHV,Nuku Hiva,नुकू हिवा,نوكو هيفا
NIM,Niamey,नियामे,نيامي
NIU,Niau,निआउ,
NJC,Nizhnevartovsk,निज़नेवर्टोवस्क,نيجنفارتوفسك
NJF,Najaf,नजफ,
NKC,Nouakchott,नौआकचोट,نواكشوط
NKG,Nanking Nanjing,नानकिंग नानजिंग,ناكينغ / نانجينغ
NKT,Cherry Point,चेरी पॉइंट,
NLA,Ndola,नडोला,ندولا
NLD,Nuevo Laredo,नुएवो लारेडो,نويفو لاريدو
NLK,Norfolk Island,नॉरफ़ॉक आइलैंड,جزيرة نورفولك
NLT,Xinyuan,क्षीन्युआन,
NMA,Namangan,नामांगन,نامانجان
NME,Nightmute,नाईटम्यूट,
NNG,Nanning,नाननिंग,ناننينغ
NNM,Naryan Mar,नारीयन मार,ناريان مار
