carrier_code,publish_status,table_airline_name,table_url,yml_airline_name,yml_url
Y5,inactive,Asia Wings,,Golden Myanmar Airlines,golden-myanmar-airlines
Y9,active,Trans Air Congo,trans-air-congo-airlines,Trans Air Congo,trans-air-congo-airlines
Y9,inactive,Kish Airlines,,Trans Air Congo,trans-air-congo-airlines
YC,active,Yamal Airlines,yamal-airlines,Yamal Airlines,yamal-airlines
YI,inactive,Air Sunshine,,translation missing: en.airlines.YI,translation-missing-enyi-airlines
YJ,active,Asian Wings Airways,asian-wings-airways-airlines,Asian Wings Airways,asian-wings-airways-airlines
YK,active,Cyprus Turkish,cyprus-turkish-airlines,Cyprus Turkish,cyprus-turkish-airlines
YM,active,Montenegro Air,montenegro-air-airlines,Montenegro Air,montenegro-air-airlines
YN,active,Air Creebec,air-creebec-airlines,Air Creebec,air-creebec-airlines
YO,active,Heli Air Monaco,heli-air-monaco-airlines,Heli Air Monaco,heli-air-monaco-airlines
YQ,active,Polet Airlines,polet-airlines,Polet Airlines,polet-airlines
YR,active,Grand Canyon Airlines,grand-canyon-airlines,Grand Canyon Airlines,grand-canyon-airlines
YT,active,Yeti Airlines,yeti-airlines,Yeti Airlines,yeti-airlines
YV,active,Mesa Airlines Inc.,mesa-inc-airlines,Mesa Airlines Inc.,mesa-inc-airlines
YX,active,Midwest,midwest-airlines,Midwest,midwest-airlines
YZ,inactive,Flywell Airlines / Zimbabwe Airlink,,translation missing: en.airlines.YZ,translation-missing-enyz-airlines
Z2,active,AirAsia Zest,airasia-zest-airlines,Philippines Airasia Inc.,philippines-airasia-inc-airlines
Z3,active,Avient Aviation,avient-aviation-airlines,Avient Aviation,avient-aviation-airlines
Z5,active,GMG Airlines,gmg-airlines,GMG Airlines Ltd.,gmg-ltd-airlines
Z6,inactive,Dniproavia,,translation missing: en.airlines.Z6,translation-missing-enz6-airlines
Z8,active,Linea Aerea Amaszonas,linea-aerea-amaszonas-airlines,Linea Aerea Amaszonas,linea-aerea-amaszonas-airlines
Z9,active,BEKAIR,bekair-airlines,BEKAIR,bekair-airlines
ZA,active,INTERAVIA Airlines,interavia-airlines,SKYWINGS ASIA AIRLINES,skywings-asia-airlines
ZA,inactive,Sky Angkor Airlines,,SKYWINGS ASIA AIRLINES,skywings-asia-airlines
ZB,inactive,Monarch Airlines,,translation missing: en.airlines.ZB,translation-missing-enzb-airlines
ZC,active,Korongo Airlines,korongo-airlines,Korongo Airlines,korongo-airlines
ZE,active,Arcus-Air Logistic,arcus-air-logistic-airlines,Arcus-Air Logistic,arcus-air-logistic-airlines
ZE,inactive,Eastar Jet,,Arcus-Air Logistic,arcus-air-logistic-airlines
ZH,active,Shenzhen Airlines,shenzhen-airlines,Shenzhen Airlines,shenzhen-airlines
ZH,inactive,Ecuato Guineana de Aviacion,,Shenzhen Airlines,shenzhen-airlines
ZI,active,Aigle Azur,aigle-azur-airlines,Aigle Azur,aigle-azur-airlines
ZM,active,Manas Air,manas-air-airlines,Manas Air,manas-air-airlines
ZM,inactive,CityLine Hungary,,Manas Air,manas-air-airlines
ZS,inactive,Sama  Airlines,,Sama  Airlines,sama-airlines
ZV,active,Air Midwest,air-midwest-airlines,Air Midwest,air-midwest-airlines
0B,inactive,Blue Air,,Blue Air,blue-air-airlines
0J,active,Premium Jet Ag,premium-jet-ag-airlines,Premium Jet Ag,premium-jet-ag-airlines
0V,active,Vietnam Air Service Company,vietnam-air-service-company-airlines,Vietnam Air Service Company,vietnam-air-service-company-airlines
1I,active,Netjets Aviation,netjets-aviation-airlines,"Netjets Aviation, Inc.",netjets-aviation-inc-airlines
1X,active,Branson Airexpress,branson-airexpress-airlines,Branson Airexpress,branson-airexpress-airlines
2A,active,Deutsche Bahn Ag,deutsche-bahn-ag-airlines,Deutsche Bahn Ag,deutsche-bahn-ag-airlines
2B,inactive,Albawings,,Ak Bars Aero,ak-bars-aero-airlines
2C,active,Sncf,sncf-airlines,Sncf,sncf-airlines
2D,active,Dynamic International Airways,dynamic-international-airways-airlines,Dynamic International Airways,dynamic-international-airways-airlines
2E,inactive,Smokey Bay Air,,Smokey Bay Air,smokey-bay-air-airlines
2F,active,Fair Aviation (Pty) Ltd,fair-aviation-pty-ltd-airlines,Fair Aviation (Pty) Ltd,fair-aviation-pty-ltd-airlines
2M,inactive,Maya Island Air,,Moldavian Airlines,moldavian-airlines
2Q,active,Air Cargo Carriers,air-cargo-carriers-airlines,Air Cargo Carriers,air-cargo-carriers-airlines
2R,active,Via Rail Canada,via-rail-canada-airlines,Via Rail Canada,via-rail-canada-airlines
2S,inactive,Air Carnival,,Air Carnival,air-carnival-airlines
2U,active,Sun D'or International Airlines,sun-dor-international-airlines,Sun D'or International Airlines,sun-dor-international-airlines
2V,active,Amtrak,amtrak-airlines,Amtrak,amtrak-airlines
2Y,active,My Indo Airlines,my-indo-airlines,"My Indo Airlines, Pt",my-indo-pt-airlines
2Z,inactive,Passaredo,,Changan Airlines,changan-airlines
3A,active,Chu Kong Passenger Transport Co Ltd.,chu-kong-passenger-transport-co-ltd-airlines,Chu Kong Passenger Transport Co Ltd.,chu-kong-passenger-transport-co-ltd-airlines
3B,inactive,Binter Cabo Verde,,Binter Cabo Verde,binter-cabo-verde-airlines
3E,active,Multi Aero,multi-aero-airlines,"Multi Aero, Inc. D/B/A Air Choice One",multi-aero-inc-d-b-a-air-choice-one-airlines
3G,inactive,Asia Cargo Express,,Gambia Bird,gambia-bird-airlines
3J,inactive,Jubba Airways Ltd,,Jubba Airways,jubba-airways-airlines
3K,active,Jetstar Asia,jetstar-asia-airlines,Jetstar Asia,jetstar-asia-airlines
3M,inactive,Silver Airways Llc,,Silver Airways Llc,silver-airways-llc-airlines
3N,active,Air Urga,air-urga-airlines,Air Urga,air-urga-airlines
3O,active,Air Arabia Maroc,air-arabia-maroc-airlines,Air Arabia Maroc,air-arabia-maroc-airlines
3P,inactive,Air Philip,,Tiara Air Aruba,tiara-air-aruba-airlines
3R,inactive,Avior Regional,,Moskovia Airlines,moskovia-airlines
3T,active,Tarco Air,tarco-air-airlines,Tarco Air,tarco-air-airlines
3V,active,Asl Airlines Belgium,asl-belgium-airlines,Asl Airlines Belgium,asl-belgium-airlines
3W,active,Malawian Airlines,malawian-airlines,Malawian Airlines,malawian-airlines
3X,active,Premier Trans Aire,premier-trans-aire-airlines,Premier Trans Aire,premier-trans-aire-airlines
3Y,active,Baseops International,baseops-international-airlines,"Baseops International, Inc.",baseops-international-inc-airlines
4A,active,Aerodynamics,aerodynamics-airlines,"Aerodynamics, Inc",aerodynamics-inc-airlines
4B,active,Boutique Air,boutique-air-airlines,Boutique Air,boutique-air-airlines
4C,active,Latam Airlines Colombia,latam-colombia-airlines,Latam Airlines Colombia,latam-colombia-airlines
4I,active,Izair,izair-airlines,Izair,izair-airlines
4L,active,Lineas Aereas Suramericanas,lineas-aereas-suramericanas-airlines,Lineas Aereas Suramericanas,lineas-aereas-suramericanas-airlines
4R,active,Renfe Viajeros,renfe-viajeros-airlines,Renfe Viajeros,renfe-viajeros-airlines
4S,active,Solar Cargo,solar-cargo-airlines,Solar Cargo,solar-cargo-airlines
4V,active,Bvi Airways,bvi-airways-airlines,Bvi Airways,bvi-airways-airlines
4W,active,Warbelow's Air Ventures Inc.,warbelows-air-ventures-inc-airlines,Warbelow's Air Ventures Inc.,warbelows-air-ventures-inc-airlines
4X,active,Mercury World Cargo,mercury-world-cargo-airlines,Mercury World Cargo,mercury-world-cargo-airlines
4Z,active,South African Airlink,south-african-airlink-airlines,South African Airlink,south-african-airlink-airlines
5A,active,Alpine Aviation Inc.,alpine-aviation-inc-airlines,Alpine Aviation Inc.,alpine-aviation-inc-airlines
5B,active,Bassaka Air,bassaka-air-airlines,Bassaka Air,bassaka-air-airlines
5D,active,Aeromexico Connect,aeromexico-connect-airlines,Aeromexico Connect,aeromexico-connect-airlines
5E,inactive,East Coast Flight Services,,Nok Mini,nok-mini-airlines
5F,active,Fly One,fly-one-airlines,Fly One,fly-one-airlines
5G,inactive,Aerocuahonte Sa De Cv,,Aerocuahonte Sa De Cv,aerocuahonte-sa-de-cv-airlines
5I,active,Alsa Grupo Slu,alsa-grupo-slu-airlines,Alsa Grupo Slu,alsa-grupo-slu-airlines
5K,active,Hi Fly Transportes Aereos,hi-fly-transportes-aereos-airlines,Hi Fly Transportes Aereos,hi-fly-transportes-aereos-airlines
5P,inactive,Small Planet Airlines Gmbh,,Aerolinea Principal Chile,aerolinea-principal-chile-airlines
5R,active,Rutaca,rutaca-airlines,Rutaca,rutaca-airlines
5S,active,Global Aviation And Service Group,global-aviation-and-service-group-airlines,Global Aviation And Service Group,global-aviation-and-service-group-airlines
5T,active,Canadian North,canadian-north-airlines,Canadian North,canadian-north-airlines
5U,active,Tag Airlines (T A Guatemaltecos),tag-t-a-guatemaltecos-airlines,Tag Airlines (T A Guatemaltecos),tag-t-a-guatemaltecos-airlines
5W,inactive,Westbahn,,Astraeus Ltd.,astraeus-ltd-airlines
5X,active,United Parcel Service Co.,united-parcel-service-co-airlines,United Parcel Service Co.,united-parcel-service-co-airlines
5Y,active,Atlas Air,atlas-air-airlines,Atlas Air,atlas-air-airlines
5Z,active,Cemair,cemair-airlines,Cemair,cemair-airlines
6A,inactive,Armenia Airways Cjsc,,Aviacsa,aviacsa-airlines
6C,active,Air Timor S. A.,air-timor-s-a-airlines,Air Timor S. A.,air-timor-s-a-airlines
6D,active,Travel Service Slovensko S.R.O,travel-service-slovensko-sro-airlines,Travel Service Slovensko S.R.O,travel-service-slovensko-sro-airlines
6F,active,Primera Air Nordic,primera-air-nordic-airlines,Primera Air Nordic,primera-air-nordic-airlines
6G,active,Executive Express Aviation Llc,executive-express-aviation-llc-airlines,Executive Express Aviation Llc,executive-express-aviation-llc-airlines
6J,active,Solaseed,solaseed-airlines,Solaseed,solaseed-airlines
6L,inactive,Aklak Air,,Aklak Air,aklak-air-airlines
6N,active,Niger Airlines,niger-airlines,Niger Airlines,niger-airlines
6O,active,Orbest,orbest-airlines,Orbest,orbest-airlines
6Q,active,Cham Wings Airlines,cham-wings-airlines,Cham Wings Airlines,cham-wings-airlines
6R,active,Alrosa Air Company,alrosa-air-company-airlines,Alrosa Air Company,alrosa-air-company-airlines
6S,active,Saudi Gulf Airlines,saudi-gulf-airlines,Saudi Gulf Airlines,saudi-gulf-airlines
6T,active,Air Mandalay Ltd,air-mandalay-ltd-airlines,Air Mandalay Ltd,air-mandalay-ltd-airlines
6V,active,Avanza,avanza-airlines,Avanza,avanza-airlines
6Z,active,Euro Asia Air,euro-asia-air-airlines,Euro Asia Air,euro-asia-air-airlines
73A,active,Alliance Airlines Inc,alliance-inc-airlines,Alliance Airlines Inc,alliance-inc-airlines
73S,active,Aerologic Gmbh,aerologic-gmbh-airlines,Aerologic Gmbh,aerologic-gmbh-airlines
74W,active,Allied Air Cargo,allied-air-cargo-airlines,Allied Air Cargo,allied-air-cargo-airlines
75C,active,C.A.L. Cargo Airlines,cal-cargo-airlines,C.A.L. Cargo Airlines,cal-cargo-airlines
76R,active,Aerounion,aerounion-airlines,Aerounion,aerounion-airlines
77C,active,Coyne Airways,coyne-airways-airlines,Coyne Airways,coyne-airways-airlines
78F,active,Pt Cardig Air,pt-cardig-air-airlines,Pt Cardig Air,pt-cardig-air-airlines
78V,active,Astral Aviation,astral-aviation-airlines,Astral Aviation,astral-aviation-airlines
7A,active,Express Air Cargo,express-air-cargo-airlines,Express Air Cargo,express-air-cargo-airlines
7C8,active,Cargolux Italia S.P.A.,cargolux-italia-spa-airlines,Cargolux Italia S.P.A.,cargolux-italia-spa-airlines
70000000,active,Estafeta Carga Aerea,estafeta-carga-aerea-airlines,Estafeta Carga Aerea,estafeta-carga-aerea-airlines
7G,inactive,Star Flyer,,Star Flyer,star-flyer-airlines
7H,active,Corvus Airlines,corvus-airlines,Corvus Airlines,corvus-airlines
7J,active,Tajik Air,tajik-air-airlines,Tajik Air,tajik-air-airlines
7K3,active,Sac (K) Limited,sac-k-limited-airlines,Sac (K) Limited,sac-k-limited-airlines
7KO,active,Alaska Central Express Inc,alaska-central-express-inc-airlines,Alaska Central Express Inc,alaska-central-express-inc-airlines
7L,inactive,Silk Way West Airlines,,Silk Way West Airlines,silk-way-west-airlines
7M,inactive,Mayair,,Mistral Air,mistral-air-airlines
7N,active,Pawa Dominicana,pawa-dominicana-airlines,Pawa Dominicana,pawa-dominicana-airlines
7O,active,Travel Service Hungary,travel-service-hungary-airlines,Travel Service Hungary,travel-service-hungary-airlines
7P9,active,Asia Pacific Airlines,asia-pacific-airlines,Asia Pacific Airlines,asia-pacific-airlines
7PE,active,Pacific Air Express,pacific-air-express-airlines,Pacific Air Express,pacific-air-express-airlines
7Q,active,Elite Airways,elite-airways-airlines,Elite Airways,elite-airways-airlines
7T,active,Trans Am Aero Exp. Del Ecuador Cia.Ltda,trans-am-aero-exp-del-ecuador-cialtda-airlines,Trans Am Aero Exp. Del Ecuador Cia.Ltda,trans-am-aero-exp-del-ecuador-cialtda-airlines
7U,active,Commercial Aviation Services,commercial-aviation-services-airlines,"Commercial Aviation Services, Llc",commercial-aviation-services-llc-airlines
7V4,active,Vensecar Internacional,vensecar-internacional-airlines,"Vensecar Internacional, C.A.",vensecar-internacional-ca-airlines
7W,active,Wind Rose Aviation,wind-rose-aviation-airlines,Wind Rose Aviation,wind-rose-aviation-airlines
7WE,active,Centurion Air Cargo,centurion-air-cargo-airlines,Centurion Air Cargo,centurion-air-cargo-airlines
7Y,active,Mann Yadanarpon Airlines,mann-yadanarpon-airlines,Mann Yadanarpon Airlines,mann-yadanarpon-airlines
7YH,active,Sunsplash Aviation Llc,sunsplash-aviation-llc-airlines,Sunsplash Aviation Llc,sunsplash-aviation-llc-airlines
7Z,active,Ameristar Air Cargo,ameristar-air-cargo-airlines,"Ameristar Air Cargo, Inc",ameristar-air-cargo-inc-airlines
7ZP,active,Silk Way Airlines,silk-way-airlines,Silk Way Airlines,silk-way-airlines
8B,inactive,Transnusa,,Business Air,business-air-airlines
8C,active,Cotai Ferry Company,cotai-ferry-company-airlines,Cotai Ferry Company,cotai-ferry-company-airlines
8G,active,Fly Mid Africa,fly-mid-africa-airlines,Fly Mid Africa,fly-mid-africa-airlines
8H,active,Bh Air Ltd,bh-air-ltd-airlines,Bh Air Ltd,bh-air-ltd-airlines
8J,active,Ecojet,ecojet-airlines,Ecojet,ecojet-airlines
8K,active,K Mile Air Co,k-mile-air-co-airlines,K Mile Air Co,k-mile-air-co-airlines
8N,active,Regional Air Services,regional-air-services-airlines,Regional Air Services,regional-air-services-airlines
8S,active,Turbojet,turbojet-airlines,Turbojet,turbojet-airlines
8T,inactive,Air Tindi Ltd,,Air Tindi,air-tindi-airlines
8W,active,Fly Always N.V.,fly-always-nv-airlines,Fly Always N.V.,fly-always-nv-airlines
8Y,active,Astro Air Int Dba Pan Pacific Airlines,astro-air-int-dba-pan-pacific-airlines,Astro Air Int Dba Pan Pacific Airlines,astro-air-int-dba-pan-pacific-airlines
8Z,active,Congo Airways,congo-airways-airlines,Congo Airways,congo-airways-airlines
9A,active,Eaglexpress Air Charter,eaglexpress-air-charter-airlines,Eaglexpress Air Charter,eaglexpress-air-charter-airlines
9B,active,Accesrail Inc.,accesrail-inc-airlines,Accesrail Inc.,accesrail-inc-airlines
9E,inactive,Endeavor Air,,Endeavor Air,endeavor-air-airlines
9F,active,Eurostar International,eurostar-international-airlines,Eurostar International,eurostar-international-airlines
9G,active,Airport Express Rail,airport-express-rail-airlines,Airport Express Rail,airport-express-rail-airlines
9H,inactive,Changan Airlines,,Dutch Antilles,dutch-antilles-airlines
9I,active,Alliance Air,alliance-air-airlines,Alliance Air,alliance-air-airlines
9L,active,Airtanker Services Limited,airtanker-services-limited-airlines,Airtanker Services Limited,airtanker-services-limited-airlines
9P,active,Air Arabia Jordan,air-arabia-jordan-airlines,Air Arabia Jordan,air-arabia-jordan-airlines
9Q,inactive,Caicos Express Airways,,Caicos Express Airways,caicos-express-airways-airlines
9S,active,Southern Air Inc.,southern-air-inc-airlines,Southern Air Inc.,southern-air-inc-airlines
9T,active,Act Airlines Inc,act-inc-airlines,Act Airlines Inc,act-inc-airlines
9X,active,Southern Airways Express,southern-airways-express-airlines,Southern Airways Express,southern-airways-express-airlines
A0,inactive,Avian Lineas Aereas   Avianca Argentina,,Avianca Argentina,avianca-argentina-airlines
A4,inactive,Azimuth Airlines,,Aerocon,aerocon-airlines
A5,inactive,Hop!,,Airlinair,airlinair-airlines
A6,active,Yunnan Hong Tu Airlines Co. Ltd.,yunnan-hong-tu-co-ltd-airlines,Yunnan Hong Tu Airlines Co. Ltd.,yunnan-hong-tu-co-ltd-airlines
A7,inactive,Calafia Airlines,,Calafia Airlines,calafia-airlines
A8,inactive,Aerolink Uganda Ltd,,Ameriflight,ameriflight-airlines
AEH,active,Aero4 M D.O.O,aero4-m-doo-airlines,Aero4 M D.O.O,aero4-m-doo-airlines
AG,active,Aruba Airlines,aruba-airlines,Aruba Airlines,aruba-airlines
AJ,active,Aztec Airways,aztec-airways-airlines,Aztec Airways,aztec-airways-airlines
AJA,active,Afghan Jet International,afghan-jet-international-airlines,Afghan Jet International,afghan-jet-international-airlines
AL,active,Air Leisure,air-leisure-airlines,Air Leisure,air-leisure-airlines
ALC,active,American Linehaul Corporation,american-linehaul-corporation-airlines,American Linehaul Corporation,american-linehaul-corporation-airlines
ALV,active,Aeropostal Alas De Venezuela S.A.,aeropostal-alas-de-venezuela-sa-airlines,Aeropostal Alas De Venezuela S.A.,aeropostal-alas-de-venezuela-sa-airlines
AMB,active,Deutsche Rettungsflugwacht,deutsche-rettungsflugwacht-airlines,Deutsche Rettungsflugwacht,deutsche-rettungsflugwacht-airlines
AMV,active,Amc Airlines,amc-airlines,Amc Airlines,amc-airlines
AN,active,Advanced Air,advanced-air-airlines,"Advanced Air, Llc",advanced-air-llc-airlines
AO,active,Air Juan,air-juan-airlines,Air Juan,air-juan-airlines
AP,inactive,Alba Star,,Air One,air-one-airlines
APP,active,Aeroperlas,aeroperlas-airlines,Aeroperlas,aeroperlas-airlines
AQ,active,9 Air,9-air-airlines,9 Air,9-air-airlines
ATM,active,Par Avion Airlines,par-avion-airlines,Par Avion Airlines,par-avion-airlines
AU,active,Austral,austral-airlines,Austral,austral-airlines
AUN,active,Flyservus,flyservus-airlines,Flyservus,flyservus-airlines
AWN,active,Air Niamey,air-niamey-airlines,Air Niamey,air-niamey-airlines
AX,active,Trans States Airlines,trans-states-airlines,Trans States Airlines,trans-states-airlines
B0,active,La Compagnie,la-compagnie-airlines,La Compagnie,la-compagnie-airlines
B3,inactive,Bhutan Airlines,,Bellview Airlines,bellview-airlines
B4,active,Zanair,zanair-airlines,Zanair,zanair-airlines
B9,active,Iran Airtour Airlines,iran-airtour-airlines,Iran Airtour Airlines,iran-airtour-airlines
BBD,active,Bluebird Cargo,bluebird-cargo-airlines,Bluebird Cargo,bluebird-cargo-airlines
BD,active,Bayon Airlines,bayon-airlines,Bayon Airlines,bayon-airlines
BF,inactive,French Blue,,Bluebird Cargo,bluebird-cargo-airlines
BFL,active,Buffalo Airways,buffalo-airways-airlines,Buffalo Airways,buffalo-airways-airlines
BGT,active,Bergen Air Transport,bergen-air-transport-airlines,Bergen Air Transport,bergen-air-transport-airlines
BH,inactive,Bismillah Airlines,,Hawkair,hawkair-airlines
BHP,active,Belair Airlines,belair-airlines,Belair Airlines,belair-airlines
BLF,active,Blue1,blue1-airlines,Blue1,blue1-airlines
BLX,active,Tuifly Nordic Ab,tuifly-nordic-ab-airlines,Tuifly Nordic Ab,tuifly-nordic-ab-airlines
BN,active,Air Inter Transport Co. Ltd,air-inter-transport-co-ltd-airlines,Air Inter Transport Co. Ltd,air-inter-transport-co-ltd-airlines
BOB,active,Powdair,powdair-airlines,Powdair,powdair-airlines
BRP,active,Aerobratsk,aerobratsk-airlines,Aerobratsk,aerobratsk-airlines
BS,active,Us Bangla Airlines,us-bangla-airlines,Us Bangla Airlines,us-bangla-airlines
BU,active,Compagnie Africaine D'aviation,compagnie-africaine-daviation-airlines,Compagnie Africaine D'aviation,compagnie-africaine-daviation-airlines
BYK,active,Skybus Airlines,skybus-airlines,Skybus Airlines,skybus-airlines
BZ,active,Blue Dart Aviation Limited,blue-dart-aviation-limited-airlines,Blue Dart Aviation Limited,blue-dart-aviation-limited-airlines
C2,active,Ceiba Intercontinental S.A.,ceiba-intercontinental-sa-airlines,Ceiba Intercontinental S.A.,ceiba-intercontinental-sa-airlines
C3,active,Trade Air Ltd,trade-air-ltd-airlines,Trade Air Ltd,trade-air-ltd-airlines
C4,active,Conquest Air Inc.,conquest-air-inc-airlines,Conquest Air Inc.,conquest-air-inc-airlines
C5,active,Commutair,commutair-airlines,Commutair,commutair-airlines
C6,active,Canjet Airlines,canjet-airlines,Canjet Airlines,canjet-airlines
C8,inactive,Cronosair,,Cargolux Italia,cargolux-italia-airlines
C9,inactive,Skywise Airline,,Cirrus Airlines,cirrus-airlines
CAT,active,Copenhagen Air Taxi,copenhagen-air-taxi-airlines,Copenhagen Air Taxi,copenhagen-air-taxi-airlines
CB,active,Trans Caribbean Air,trans-caribbean-air-airlines,Trans Caribbean Air,trans-caribbean-air-airlines
CC,active,Cm Airlines,cm-airlines,Cm Airlines,cm-airlines
CE,active,Chalair,chalair-airlines,Chalair,chalair-airlines
CF,inactive,China Postal Airlines,,City Airline AB,city-ab-airlines
CH,active,Bemidji Airlines,bemidji-airlines,Bemidji Airlines,bemidji-airlines
CHQ,active,Chautauqua Airlines,chautauqua-airlines,"Chautauqua Airlines, Inc.",chautauqua-inc-airlines
CJ,active,Ba Cityflyer,ba-cityflyer-airlines,Ba Cityflyer,ba-cityflyer-airlines
CJC,active,Colgan Air,colgan-air-airlines,Colgan Air,colgan-air-airlines
CK,active,China Cargo Airlines,china-cargo-airlines,China Cargo Airlines,china-cargo-airlines
CL,active,Lufthansa Cityline Gmbh,lufthansa-cityline-gmbh-airlines,Lufthansa Cityline Gmbh,lufthansa-cityline-gmbh-airlines
CND,active,Corendon Dutch Airlines,corendon-dutch-airlines,Corendon Dutch Airlines,corendon-dutch-airlines
CNO,active,Sas Norway,sas-norway-airlines,Sas Norway,sas-norway-airlines
CO,inactive,Cobalt Aero,,Continental,continental-airlines
CP,active,Compass Airlines,compass-airlines,"Compass Airlines, Inc.",compass-inc-airlines
CPN,active,Caspian Airlines,caspian-airlines,Caspian Airlines,caspian-airlines
CPR,active,Aerolinea Del Caribe   Peru S.A.C.,aerolinea-del-caribe-peru-sac-airlines,Aerolinea Del Caribe   Peru S.A.C.,aerolinea-del-caribe-peru-sac-airlines
CQ,active,Coastal Aviation,coastal-aviation-airlines,Coastal Aviation,coastal-aviation-airlines
CRN,active,Aerocaribbean,aerocaribbean-airlines,Aerocaribbean,aerocaribbean-airlines
CS,active,Comlux Aruba Nv,comlux-aruba-nv-airlines,Comlux Aruba Nv,comlux-aruba-nv-airlines
CV,active,Cargolux Airlines International,cargolux-international-airlines,Cargolux Airlines International,cargolux-international-airlines
CVA,active,Air Chathams,air-chathams-airlines,Air Chathams,air-chathams-airlines
CW,active,Air Cargo Global,air-cargo-global-airlines,Air Cargo Global,air-cargo-global-airlines
CWM,active,Air Marshall Islands,air-marshall-islands-airlines,Air Marshall Islands,air-marshall-islands-airlines
D0,active,Dhl Air,dhl-air-airlines,Dhl Air,dhl-air-airlines
D3,inactive,Daallo Airlines,,Daallo Airlines,daallo-airlines
D4,inactive,Dart Ltd,,Alidaunia,alidaunia-airlines
D5,active,Dhl Aero Expreso S.A.,dhl-aero-expreso-sa-airlines,Dhl Aero Expreso S.A.,dhl-aero-expreso-sa-airlines
D8,active,Norwegian,norwegian-airlines,Norwegian,norwegian-airlines
DAV,active,Dornier Aviation Nigeria,dornier-aviation-nigeria-airlines,Dornier Aviation Nigeria,dornier-aviation-nigeria-airlines
DCP,active,Air Direct Connect Ltd,air-direct-connect-ltd-airlines,Air Direct Connect Ltd,air-direct-connect-ltd-airlines
DCT,active,Directflight,directflight-airlines,Directflight,directflight-airlines
DF,active,Condor Berlin,condor-berlin-airlines,Condor Berlin,condor-berlin-airlines
DG,inactive,Cebgo,,South East Asian Airlines,south-east-asian-airlines
DH,active,Norwegian Air Norway As,norwegian-air-norway-as-airlines,Norwegian Air Norway As,norwegian-air-norway-as-airlines
DI,active,Norwegian Air Uk Ltd,norwegian-air-uk-ltd-airlines,Norwegian Air Uk Ltd,norwegian-air-uk-ltd-airlines
DJ,active,Airasia Japan,airasia-japan-airlines,Airasia Japan,airasia-japan-airlines
DK,active,Thomas Cook Scandinavia,thomas-cook-scandinavia-airlines,Thomas Cook Scandinavia,thomas-cook-scandinavia-airlines
DNM,active,Denim Air,denim-air-airlines,Denim Air,denim-air-airlines
DP,active,Pobeda,pobeda-airlines,Pobeda,pobeda-airlines
DR,active,Ruili Airlines,ruili-airlines,Ruili Airlines,ruili-airlines
DTO,active,Aerodesierto Sa,aerodesierto-sa-airlines,Aerodesierto Sa,aerodesierto-sa-airlines
DU,active,Air Liaison,air-liaison-airlines,Air Liaison,air-liaison-airlines
DVR,active,Divi Divi Air,divi-divi-air-airlines,Divi Divi Air,divi-divi-air-airlines
DW,active,Dominican Wings S.A.,dominican-wings-sa-airlines,Dominican Wings S.A.,dominican-wings-sa-airlines
DZ,active,Donghai Airlines,donghai-airlines,Donghai Airlines,donghai-airlines
E2,active,Eurowings Europe,eurowings-europe-airlines,Eurowings Europe,eurowings-europe-airlines
E3,inactive,Newgen Airways,,Domodedovo Air,domodedovo-air-airlines
E4,active,Enter Air Spolka Z.O.O.,enter-air-spolka-zoo-airlines,Enter Air Spolka Z.O.O.,enter-air-spolka-zoo-airlines
E5,inactive,Air Arabia Egypt,,Samara Airlines,samara-airlines
E6,active,Bringer Air Cargo Taxi Aereo,bringer-air-cargo-taxi-aereo-airlines,Bringer Air Cargo Taxi Aereo,bringer-air-cargo-taxi-aereo-airlines
E7,active,Equaflight,equaflight-airlines,Equaflight,equaflight-airlines
E9,active,Evelop Airlines S.L.,evelop-sl-airlines,Evelop Airlines S.L.,evelop-sl-airlines
EA,inactive,Eastern Air Lines Group Inc.,,Eastern Air Lines Group Inc.,eastern-group-inc-airlines
EB,active,Wamos Air S.A.,wamos-air-sa-airlines,Wamos Air S.A.,wamos-air-sa-airlines
EC,active,Openskies,openskies-airlines,Openskies,openskies-airlines
ED,active,Air Explore,air-explore-airlines,Air Explore,air-explore-airlines
EE,active,Regional Jet,regional-jet-airlines,Regional Jet,regional-jet-airlines
EG,inactive,Ernest Airline,,Enerjet,enerjet-airlines
EGU,active,Eagle Air,eagle-air-airlines,Eagle Air,eagle-air-airlines
EH,active,Ana Wings Co.,ana-wings-co-airlines,"Ana Wings Co., Ltd",ana-wings-co-ltd-airlines
EHN,active,East Horizon Airlines,east-horizon-airlines,East Horizon Airlines,east-horizon-airlines
EL,inactive,Ellinair S.A.,,Air Nippon Co,air-nippon-co-airlines
EM,active,Empire Airlines,empire-airlines,Empire Airlines,empire-airlines
EMU,active,East Asia Airlines,east-asia-airlines,East Asia Airlines,east-asia-airlines
EO,active,Air Go,air-go-airlines,Air Go,air-go-airlines
EPR,active,Express Airways,express-airways-airlines,Express Airways,express-airways-airlines
ER,active,Serene Air,serene-air-airlines,Serene Air,serene-air-airlines
ES,active,Dhl Aviation Eemea B.S.C,dhl-aviation-eemea-bsc-airlines,Dhl Aviation Eemea B.S.C,dhl-aviation-eemea-bsc-airlines
ESJ,active,Eastern Skyjets,eastern-skyjets-airlines,Eastern Skyjets,eastern-skyjets-airlines
ETR,active,Estelar Latinoamerica C.A.,estelar-latinoamerica-ca-airlines,Estelar Latinoamerica C.A.,estelar-latinoamerica-ca-airlines
